sido,sigungu,eupmyeondong,rank1_category,rank1_score,rank2_category,rank2_score,rank3_category,rank3_score,is_general
경기도,안양시 만안구,안양5동,FAMILY_RESIDENTIAL,0.6299,PREMIUM,0.6293,OFFICE_LUNCH,0.6274,False
경기도,안양시 만안구,안양6동,OFFICE_LUNCH,0.6649,PREMIUM,0.6465,,,False
경기도,안양시 만안구,안양7동,FAMILY_RESIDENTIAL,0.7051,PREMIUM,0.6234,OFFICE_LUNCH,0.6209,False
경기도,안양시 만안구,안양8동,OFFICE_LUNCH,0.6328,FAMILY_RESIDENTIAL,0.6085,PREMIUM,0.6032,False
경기도,안양시 만안구,안양9동,FAMILY_RESIDENTIAL,0.7067,,,,,False
경기도,안양시 만안구,충훈동,FAMILY_RESIDENTIAL,0.6028,,,,,False
경기도,안양시 만안구,호현동,FAMILY_RESIDENTIAL,0.662,,,,,False
경기도,양주시,광적면,OFFICE_LUNCH,0.6872,,,,,False
경기도,양주시,남면,OFFICE_LUNCH,0.6429,,,,,False
경기도,양주시,백석읍,OFFICE_LUNCH,0.6583,FAMILY_RESIDENTIAL,0.6278,,,False
경기도,양주시,양주1동,OFFICE_LUNCH,0.6091,,,,,False
경기도,양주시,양주2동,GENERAL,0.4272,,,,,True
경기도,양주시,옥정1동,FAMILY_RESIDENTIAL,0.6386,TOURIST_DINING,0.6098,,,False
경기도,양주시,옥정2동,FAMILY_RESIDENTIAL,0.6812,,,,,False
경기도,양주시,은현면,GENERAL,0.4061,,,,,True
경기도,양주시,장흥면,TOURIST_DINING,0.7202,,,,,False
경기도,양주시,회천1동,GENERAL,0.4064,,,,,True
경기도,양주시,회천2동,GENERAL,0.4125,,,,,True
경기도,양주시,회천3동,FAMILY_RESIDENTIAL,0.6037,,,,,False
경기도,양평군,강상면,OFFICE_LUNCH,0.6108,,,,,False
경기도,양평군,강하면,TOURIST_DINING,0.7675,,,,,False
경기도,양평군,개군면,OFFICE_LUNCH,0.6469,,,,,False
경기도,양평군,단월면,GENERAL,0.3577,,,,,False
경기도,양평군,서종면,TOURIST_DINING,0.7882,,,,,False
경기도,양평군,양동면,OFFICE_LUNCH,0.6403,TOURIST_DINING,0.6008,,,False
경기도,양평군,양서면,GENERAL,0.3137,,,,,False
경기도,양평군,양평읍,OFFICE_LUNCH,0.6776,FAMILY_RESIDENTIAL,0.6172,PREMIUM,0.6079,False
경기도,양평군,옥천면,TOURIST_DINING,0.7332,,,,,False
경기도,양평군,용문면,OFFICE_LUNCH,0.6334,PREMIUM,0.6007,,,False
경기도,양평군,지평면,GENERAL,0.4311,,,,,True
경기도,양평군,청운면,TOURIST_DINING,0.8124,,,,,False
경기도,여주시,가남읍,OFFICE_LUNCH,0.6447,PREMIUM,0.6187,,,False
경기도,여주시,강천면,FAMILY_RESIDENTIAL,0.6893,,,,,False
경기도,여주시,금사면,GENERAL,0.36970000000000003,,,,,False
경기도,여주시,대신면,TOURIST_DINING,0.7386,,,,,False
경기도,여주시,북내면,TOURIST_DINING,0.7676,,,,,False
경기도,여주시,산북면,GENERAL,0.4153,,,,,True
경기도,여주시,세종대왕면,TOURIST_DINING,0.7601,,,,,False
경기도,여주시,여흥동,TOURIST_DINING,0.6205,,,,,False
경기도,여주시,오학동,GENERAL,0.38980000000000004,,,,,False
경기도,여주시,점동면,GENERAL,0.4009,,,,,True
경기도,여주시,중앙동,TOURIST_DINING,0.6244,,,,,False
경기도,여주시,흥천면,GENERAL,0.37639999999999996,,,,,False
경기도,연천군,군남면,GENERAL,0.32399999999999995,,,,,False
경기도,연천군,미산면,GENERAL,0.3036,,,,,False
경기도,연천군,백학면,GENERAL,0.4484,,,,,True
경기도,연천군,신서면,OFFICE_LUNCH,0.6757,TOURIST_DINING,0.634,,,False
경기도,연천군,연천읍,OFFICE_LUNCH,0.6778,,,,,False
경기도,연천군,왕징면,FAMILY_RESIDENTIAL,0.6068,,,,,False
경기도,연천군,장남면,GENERAL,0.34040000000000004,,,,,False
경기도,연천군,전곡읍,OFFICE_LUNCH,0.7106,TOURIST_DINING,0.608,,,False
경기도,연천군,중면,GENERAL,0.369,,,,,False
경기도,연천군,청산면,FAMILY_RESIDENTIAL,0.6026,,,,,False
경기도,오산시,남촌동,OFFICE_LUNCH,0.6453,PREMIUM,0.6328,,,False
경기도,오산시,대원1동,OFFICE_LUNCH,0.6998,PREMIUM,0.6255,TOURIST_DINING,0.6137,False
경기도,오산시,대원2동,OFFICE_LUNCH,0.6268,PREMIUM,0.6145,FAMILY_RESIDENTIAL,0.6061,False
경기도,오산시,세마동,OFFICE_LUNCH,0.6094,TOURIST_DINING,0.6055,,,False
경기도,오산시,신장1동,FAMILY_RESIDENTIAL,0.6387,TOURIST_DINING,0.6106,,,False
경기도,오산시,신장2동,OFFICE_LUNCH,0.6012,,,,,False
경기도,오산시,중앙동,OFFICE_LUNCH,0.6729,TOURIST_DINING,0.6397,PREMIUM,0.6343,False
경기도,오산시,초평동,TOURIST_DINING,0.643,PREMIUM,0.6325,OFFICE_LUNCH,0.6323,False
경기도,용인시 기흥구,구갈동,FAMILY_RESIDENTIAL,0.6122,OFFICE_LUNCH,0.6107,,,False
경기도,용인시 기흥구,구성동,FAMILY_RESIDENTIAL,0.6098,,,,,False
경기도,용인시 기흥구,기흥동,GENERAL,0.31899999999999995,,,,,False
경기도,용인시 기흥구,동백1동,FAMILY_RESIDENTIAL,0.7129,,,,,False
경기도,용인시 기흥구,동백2동,OFFICE_LUNCH,0.6681,FAMILY_RESIDENTIAL,0.637,CAMPUS_CASUAL,0.6295,False
경기도,용인시 기흥구,동백3동,FAMILY_RESIDENTIAL,0.6907,OFFICE_LUNCH,0.6039,,,False
경기도,용인시 기흥구,마북동,FAMILY_RESIDENTIAL,0.7075,OFFICE_LUNCH,0.6152,,,False
경기도,용인시 기흥구,보라동,GENERAL,0.4087,,,,,True
경기도,용인시 기흥구,보정동,FAMILY_RESIDENTIAL,0.6749,PREMIUM,0.6082,,,False
경기도,용인시 기흥구,상갈동,TOURIST_DINING,0.6053,,,,,False
경기도,용인시 기흥구,상하동,FAMILY_RESIDENTIAL,0.6022,,,,,False
경기도,용인시 기흥구,서농동,CAMPUS_CASUAL,0.5405,,,,,True
경기도,용인시 기흥구,신갈동,GENERAL,0.4022,,,,,True
경기도,용인시 기흥구,영덕1동,FAMILY_RESIDENTIAL,0.6785,,,,,False
경기도,용인시 기흥구,영덕2동,FAMILY_RESIDENTIAL,0.6879,,,,,False
경기도,용인시 수지구,동천동,OFFICE_LUNCH,0.7673,FAMILY_RESIDENTIAL,0.716,PREMIUM,0.637,False
경기도,용인시 수지구,상현1동,FAMILY_RESIDENTIAL,0.8137,OFFICE_LUNCH,0.6547,PREMIUM,0.6027,False
경기도,용인시 수지구,상현2동,FAMILY_RESIDENTIAL,0.7885,OFFICE_LUNCH,0.6801,PREMIUM,0.6393,False
경기도,용인시 수지구,상현3동,FAMILY_RESIDENTIAL,0.7016,OFFICE_LUNCH,0.6414,,,False
경기도,용인시 수지구,성복동,FAMILY_RESIDENTIAL,0.7685,OFFICE_LUNCH,0.7138,PREMIUM,0.6443,False
경기도,용인시 수지구,신봉동,FAMILY_RESIDENTIAL,0.7427,OFFICE_LUNCH,0.7127,PREMIUM,0.655,False
경기도,용인시 수지구,죽전1동,FAMILY_RESIDENTIAL,0.7347,,,,,False
경기도,용인시 수지구,죽전2동,FAMILY_RESIDENTIAL,0.6735,OFFICE_LUNCH,0.6043,,,False
경기도,용인시 수지구,죽전3동,FAMILY_RESIDENTIAL,0.7152,,,,,False
경기도,용인시 수지구,풍덕천1동,FAMILY_RESIDENTIAL,0.6759,OFFICE_LUNCH,0.6308,PREMIUM,0.6149,False
경기도,용인시 수지구,풍덕천2동,FAMILY_RESIDENTIAL,0.7385,PREMIUM,0.6193,OFFICE_LUNCH,0.6132,False
경기도,용인시 처인구,남사읍,OFFICE_LUNCH,0.6376,,,,,False
경기도,용인시 처인구,동부동,TOURIST_DINING,0.6512,,,,,False
경기도,용인시 처인구,모현읍,CAMPUS_CASUAL,0.6302,,,,,False
경기도,용인시 처인구,백암면,NIGHTLIFE_DINING,0.6027,,,,,False
경기도,용인시 처인구,삼가동,CAMPUS_CASUAL,0.6027,,,,,False
경기도,용인시 처인구,양지면,FAMILY_RESIDENTIAL,0.6022,,,,,False
경기도,용인시 처인구,역북동,CAMPUS_CASUAL,0.6604,,,,,False
경기도,용인시 처인구,원삼면,OFFICE_LUNCH,0.7013,,,,,False
경기도,용인시 처인구,유림1동,FAMILY_RESIDENTIAL,0.6365,PREMIUM,0.633,,,False
경기도,용인시 처인구,유림2동,FAMILY_RESIDENTIAL,0.6091,,,,,False
경기도,용인시 처인구,유림동,FAMILY_RESIDENTIAL,0.6596,,,,,False
경기도,용인시 처인구,이동읍,OFFICE_LUNCH,0.6377,TOURIST_DINING,0.6254,,,False
경기도,용인시 처인구,중앙동,TOURIST_DINING,0.6534,NIGHTLIFE_DINING,0.6228,OFFICE_LUNCH,0.6108,False
경기도,용인시 처인구,포곡읍,GENERAL,0.3759,,,,,False
경기도,의왕시,고천동,GENERAL,0.4435,,,,,True
경기도,의왕시,내손1동,FAMILY_RESIDENTIAL,0.6898,PREMIUM,0.6798,OFFICE_LUNCH,0.6535,False
경기도,의왕시,내손2동,FAMILY_RESIDENTIAL,0.744,PREMIUM,0.6653,OFFICE_LUNCH,0.6608,False
경기도,의왕시,부곡동,GENERAL,0.39280000000000004,,,,,False
경기도,의왕시,오전동,FAMILY_RESIDENTIAL,0.6559,OFFICE_LUNCH,0.6235,,,False
경기도,의왕시,청계동,FAMILY_RESIDENTIAL,0.6128,PREMIUM,0.6083,,,False
경기도,의정부시,가능동,CAMPUS_CASUAL,0.6475,FAMILY_RESIDENTIAL,0.6278,NIGHTLIFE_DINING,0.6119,False
경기도,의정부시,고산동,FAMILY_RESIDENTIAL,0.7371,OFFICE_LUNCH,0.6047,PREMIUM,0.6023,False
경기도,의정부시,녹양동,CAMPUS_CASUAL,0.6336,,,,,False
경기도,의정부시,송산1동,FAMILY_RESIDENTIAL,0.6825,OFFICE_LUNCH,0.6263,,,False
경기도,의정부시,송산2동,FAMILY_RESIDENTIAL,0.6749,OFFICE_LUNCH,0.6267,,,False
경기도,의정부시,송산3동,FAMILY_RESIDENTIAL,0.6418,OFFICE_LUNCH,0.6099,,,False
경기도,의정부시,신곡1동,FAMILY_RESIDENTIAL,0.6472,,,,,False
경기도,의정부시,신곡2동,FAMILY_RESIDENTIAL,0.6497,,,,,False
경기도,의정부시,의정부1동,NIGHTLIFE_DINING,0.6825,TOURIST_DINING,0.6172,CAMPUS_CASUAL,0.6066,False
경기도,의정부시,의정부2동,NIGHTLIFE_DINING,0.6783,OFFICE_LUNCH,0.6325,PREMIUM,0.6024,False
경기도,의정부시,자금동,FAMILY_RESIDENTIAL,0.6248,,,,,False
경기도,의정부시,장암동,FAMILY_RESIDENTIAL,0.6968,,,,,False
경기도,의정부시,호원1동,OFFICE_LUNCH,0.633,,,,,False
경기도,의정부시,호원2동,FAMILY_RESIDENTIAL,0.6462,CAMPUS_CASUAL,0.6324,,,False
경기도,의정부시,흥선동,OFFICE_LUNCH,0.6357,,,,,False
경기도,이천시,관고동,TOURIST_DINING,0.6521,PREMIUM,0.6315,OFFICE_LUNCH,0.606,False
경기도,이천시,대월면,OFFICE_LUNCH,0.6333,,,,,False
경기도,이천시,마장면,GENERAL,0.37129999999999996,,,,,False
경기도,이천시,모가면,GENERAL,0.3087,,,,,False
경기도,이천시,백사면,GENERAL,0.2885,,,,,False
경기도,이천시,부발읍,OFFICE_LUNCH,0.691,TOURIST_DINING,0.6111,,,False
경기도,이천시,설성면,GENERAL,0.394,,,,,False
경기도,이천시,신둔면,OFFICE_LUNCH,0.6438,,,,,False
경기도,이천시,율면,GENERAL,0.4403,,,,,True
경기도,이천시,장호원읍,CAMPUS_CASUAL,0.607,,,,,False
경기도,이천시,중리동,TOURIST_DINING,0.6432,OFFICE_LUNCH,0.641,,,False
경기도,이천시,증포동,FAMILY_RESIDENTIAL,0.6406,PREMIUM,0.6239,OFFICE_LUNCH,0.6227,False
경기도,이천시,창전동,TOURIST_DINING,0.6549,PREMIUM,0.6491,OFFICE_LUNCH,0.6475,False
경기도,이천시,호법면,OFFICE_LUNCH,0.6238,,,,,False
경기도,파주시,광탄면,GENERAL,0.27090000000000003,,,,,False
경기도,파주시,교하동,OFFICE_LUNCH,0.6814,TOURIST_DINING,0.6444,,,False
경기도,파주시,금촌1동,OFFICE_LUNCH,0.7244,PREMIUM,0.6271,NIGHTLIFE_DINING,0.6128,False
경기도,파주시,금촌2동,OFFICE_LUNCH,0.693,PREMIUM,0.6275,FAMILY_RESIDENTIAL,0.6113,False
경기도,파주시,금촌3동,OFFICE_LUNCH,0.6508,PREMIUM,0.6031,TOURIST_DINING,0.6017,False
경기도,파주시,문산읍,OFFICE_LUNCH,0.6598,FAMILY_RESIDENTIAL,0.6189,,,False
경기도,파주시,법원읍,OFFICE_LUNCH,0.6892,,,,,False
경기도,파주시,운정1동,OFFICE_LUNCH,0.7097,FAMILY_RESIDENTIAL,0.6982,PREMIUM,0.6035,False
경기도,파주시,운정2동,FAMILY_RESIDENTIAL,0.7546,OFFICE_LUNCH,0.6597,,,False
경기도,파주시,운정3동,OFFICE_LUNCH,0.6828,FAMILY_RESIDENTIAL,0.6741,PREMIUM,0.6137,False
경기도,파주시,운정4동,OFFICE_LUNCH,0.7058,PREMIUM,0.6299,,,False
경기도,파주시,운정5동,OFFICE_LUNCH,0.6973,FAMILY_RESIDENTIAL,0.6955,,,False
경기도,파주시,운정6동,FAMILY_RESIDENTIAL,0.7779,OFFICE_LUNCH,0.6291,,,False
경기도,파주시,월롱면,OFFICE_LUNCH,0.6674,,,,,False
경기도,파주시,장단면,FAMILY_RESIDENTIAL,0.607,,,,,False
경기도,파주시,적성면,TOURIST_DINING,0.7298,,,,,False
경기도,파주시,조리읍,OFFICE_LUNCH,0.6084,,,,,False
경기도,파주시,탄현면,TOURIST_DINING,0.6848,,,,,False
경기도,파주시,파주읍,GENERAL,0.32320000000000004,,,,,False
경기도,파주시,파평면,GENERAL,0.38580000000000003,,,,,False
경기도,평택시,고덕동,OFFICE_LUNCH,0.7583,,,,,False
경기도,평택시,고덕면,FAMILY_RESIDENTIAL,0.6293,,,,,False
경기도,평택시,동삭동,FAMILY_RESIDENTIAL,0.6912,OFFICE_LUNCH,0.6519,PREMIUM,0.6081,False
경기도,평택시,비전1동,FAMILY_RESIDENTIAL,0.6486,OFFICE_LUNCH,0.6068,,,False
경기도,평택시,비전2동,FAMILY_RESIDENTIAL,0.6188,OFFICE_LUNCH,0.6158,,,False
경기도,평택시,서정동,OFFICE_LUNCH,0.7029,PREMIUM,0.6649,NIGHTLIFE_DINING,0.6366,False
경기도,평택시,서탄면,OFFICE_LUNCH,0.6142,,,,,False
경기도,평택시,세교동,FAMILY_RESIDENTIAL,0.698,OFFICE_LUNCH,0.6691,PREMIUM,0.6225,False
경기도,평택시,송북동,TOURIST_DINING,0.673,OFFICE_LUNCH,0.6569,PREMIUM,0.639,False
경기도,평택시,송탄동,OFFICE_LUNCH,0.6137,,,,,False
경기도,평택시,신장1동,PREMIUM,0.7212,TOURIST_DINING,0.6979,OFFICE_LUNCH,0.6333,False
경기도,평택시,신장2동,TOURIST_DINING,0.6852,OFFICE_LUNCH,0.6358,,,False
경기도,평택시,신평동,OFFICE_LUNCH,0.7112,PREMIUM,0.6623,NIGHTLIFE_DINING,0.6294,False
경기도,평택시,안중읍,OFFICE_LUNCH,0.6869,PREMIUM,0.6138,,,False
경기도,평택시,오성면,TOURIST_DINING,0.7032,,,,,False
경기도,평택시,용이동,FAMILY_RESIDENTIAL,0.6096,,,,,False
경기도,평택시,원평동,OFFICE_LUNCH,0.6619,PREMIUM,0.6408,,,False
경기도,평택시,중앙동,OFFICE_LUNCH,0.6886,PREMIUM,0.633,FAMILY_RESIDENTIAL,0.6273,False
경기도,평택시,지산동,TOURIST_DINING,0.6611,PREMIUM,0.6589,OFFICE_LUNCH,0.6254,False
경기도,평택시,진위면,OFFICE_LUNCH,0.672,PREMIUM,0.6194,,,False
경기도,평택시,청북읍,FAMILY_RESIDENTIAL,0.6001,,,,,False
경기도,평택시,통복동,OFFICE_LUNCH,0.6567,PREMIUM,0.6435,FAMILY_RESIDENTIAL,0.6316,False
경기도,평택시,팽성읍,OFFICE_LUNCH,0.6612,TOURIST_DINING,0.6343,PREMIUM,0.6187,False
경기도,평택시,포승읍,OFFICE_LUNCH,0.6859,,,,,False
경기도,평택시,현덕면,GENERAL,0.3919,,,,,False
경기도,포천시,가산면,OFFICE_LUNCH,0.706,,,,,False
경기도,포천시,관인면,OFFICE_LUNCH,0.6459,TOURIST_DINING,0.6275,,,False
경기도,포천시,군내면,OFFICE_LUNCH,0.621,,,,,False
경기도,포천시,내촌면,GENERAL,0.4227,,,,,True
경기도,포천시,선단동,GENERAL,0.437,,,,,True
경기도,포천시,소흘읍,OFFICE_LUNCH,0.6966,PREMIUM,0.6381,TOURIST_DINING,0.6147,False
경기도,포천시,신북면,GENERAL,0.4025,,,,,True
경기도,포천시,영북면,TOURIST_DINING,0.6984,,,,,False
경기도,포천시,영중면,OFFICE_LUNCH,0.6563,,,,,False
경기도,포천시,이동면,TOURIST_DINING,0.7422,,,,,False
경기도,포천시,일동면,OFFICE_LUNCH,0.6092,,,,,False
경기도,포천시,창수면,GENERAL,0.3477,,,,,False
경기도,포천시,포천동,OFFICE_LUNCH,0.7096,PREMIUM,0.6111,,,False
경기도,포천시,화현면,GENERAL,0.3032,,,,,False
경기도,하남시,감북동,FAMILY_RESIDENTIAL,0.6524,,,,,False
경기도,하남시,감일동,FAMILY_RESIDENTIAL,0.6872,,,,,False
경기도,하남시,덕풍1동,FAMILY_RESIDENTIAL,0.73,PREMIUM,0.6582,OFFICE_LUNCH,0.617,False
경기도,하남시,덕풍2동,FAMILY_RESIDENTIAL,0.7005,PREMIUM,0.6479,OFFICE_LUNCH,0.6236,False
경기도,하남시,덕풍3동,OFFICE_LUNCH,0.7331,PREMIUM,0.6475,FAMILY_RESIDENTIAL,0.6041,False
경기도,하남시,미사1동,FAMILY_RESIDENTIAL,0.7153,OFFICE_LUNCH,0.7142,PREMIUM,0.6154,False
경기도,하남시,미사2동,FAMILY_RESIDENTIAL,0.7151,OFFICE_LUNCH,0.6331,PREMIUM,0.6136,False
경기도,하남시,미사3동,FAMILY_RESIDENTIAL,0.7526,OFFICE_LUNCH,0.7003,PREMIUM,0.6155,False
경기도,하남시,신장1동,FAMILY_RESIDENTIAL,0.6701,OFFICE_LUNCH,0.6561,PREMIUM,0.6558,False
경기도,하남시,신장2동,OFFICE_LUNCH,0.6895,PREMIUM,0.6681,,,False
경기도,하남시,위례동,FAMILY_RESIDENTIAL,0.7513,,,,,False
경기도,하남시,천현동,GENERAL,0.38260000000000005,,,,,False
경기도,하남시,초이동,OFFICE_LUNCH,0.6293,PREMIUM,0.6064,,,False
경기도,하남시,춘궁동,GENERAL,0.33709999999999996,,,,,False
경기도,화성시,기배동,CAMPUS_CASUAL,0.5573,,,,,True
경기도,화성시,남양읍,OFFICE_LUNCH,0.6638,CAMPUS_CASUAL,0.6293,,,False
경기도,화성시,동탄1동,FAMILY_RESIDENTIAL,0.6968,OFFICE_LUNCH,0.6742,PREMIUM,0.6678,False
경기도,화성시,동탄2동,FAMILY_RESIDENTIAL,0.7694,PREMIUM,0.6687,OFFICE_LUNCH,0.6315,False
경기도,화성시,동탄3동,FAMILY_RESIDENTIAL,0.7374,OFFICE_LUNCH,0.6625,PREMIUM,0.6148,False
경기도,화성시,동탄4동,FAMILY_RESIDENTIAL,0.7654,PREMIUM,0.6642,OFFICE_LUNCH,0.6376,False
경기도,화성시,동탄5동,OFFICE_LUNCH,0.6804,PREMIUM,0.6081,,,False
경기도,화성시,동탄6동,OFFICE_LUNCH,0.7194,FAMILY_RESIDENTIAL,0.7043,PREMIUM,0.6603,False
경기도,화성시,동탄7동,FAMILY_RESIDENTIAL,0.6833,OFFICE_LUNCH,0.6525,,,False
경기도,화성시,동탄8동,FAMILY_RESIDENTIAL,0.7173,,,,,False
경기도,화성시,동탄9동,FAMILY_RESIDENTIAL,0.7712,OFFICE_LUNCH,0.641,,,False
경기도,화성시,마도면,GENERAL,0.39949999999999997,,,,,False
경기도,화성시,매송면,TOURIST_DINING,0.7709,,,,,False
경기도,화성시,반월동,FAMILY_RESIDENTIAL,0.6469,,,,,False
경기도,화성시,병점1동,FAMILY_RESIDENTIAL,0.6517,OFFICE_LUNCH,0.6049,,,False
경기도,화성시,병점2동,FAMILY_RESIDENTIAL,0.6602,OFFICE_LUNCH,0.618,,,False
경기도,화성시,봉담읍,GENERAL,0.3399,,,,,False
경기도,화성시,비봉면,GENERAL,0.4056,,,,,True
경기도,화성시,새솔동,FAMILY_RESIDENTIAL,0.669,,,,,False
경기도,화성시,서신면,GENERAL,0.35719999999999996,,,,,False
경기도,화성시,송산면,TOURIST_DINING,0.7031,,,,,False
경기도,화성시,양감면,GENERAL,0.37460000000000004,,,,,False
경기도,화성시,우정읍,OFFICE_LUNCH,0.6065,,,,,False
경기도,화성시,장안면,GENERAL,0.4056,,,,,True
경기도,화성시,정남면,OFFICE_LUNCH,0.6263,,,,,False
경기도,화성시,진안동,FAMILY_RESIDENTIAL,0.646,OFFICE_LUNCH,0.643,,,False
경기도,화성시,팔탄면,OFFICE_LUNCH,0.6568,,,,,False
경기도,화성시,향남읍,OFFICE_LUNCH,0.7432,PREMIUM,0.6229,,,False
경기도,화성시,화산동,GENERAL,0.4223,,,,,True
경상남도,거제시,거제면,GENERAL,0.32599999999999996,,,,,False
경상남도,거제시,고현동,OFFICE_LUNCH,0.7304,PREMIUM,0.6576,NIGHTLIFE_DINING,0.6466,False
경상남도,거제시,남부면,TOURIST_DINING,0.7886,,,,,False
경상남도,거제시,능포동,TOURIST_DINING,0.7486,,,,,False
경상남도,거제시,동부면,TOURIST_DINING,0.7677,,,,,False
경상남도,거제시,둔덕면,GENERAL,0.32210000000000005,,,,,False
경상남도,거제시,사등면,GENERAL,0.27969999999999995,,,,,False
경상남도,거제시,상문동,FAMILY_RESIDENTIAL,0.6317,TOURIST_DINING,0.6094,PREMIUM,0.6091,False
경상남도,거제시,수양동,FAMILY_RESIDENTIAL,0.6502,,,,,False
경상남도,거제시,아주동,OFFICE_LUNCH,0.6552,PREMIUM,0.6011,,,False
경상남도,거제시,연초면,GENERAL,0.427,,,,,True
경상남도,거제시,옥포1동,TOURIST_DINING,0.7234,PREMIUM,0.6373,OFFICE_LUNCH,0.6026,False
경상남도,거제시,옥포2동,TOURIST_DINING,0.7037,OFFICE_LUNCH,0.6063,,,False
경상남도,거제시,일운면,TOURIST_DINING,0.7395,,,,,False
경상남도,거제시,장목면,TOURIST_DINING,0.7977,,,,,False
경상남도,거제시,장승포동,TOURIST_DINING,0.7076,,,,,False
경상남도,거제시,장평동,OFFICE_LUNCH,0.6712,PREMIUM,0.647,TOURIST_DINING,0.6282,False
경상남도,거제시,하청면,TOURIST_DINING,0.7534,,,,,False
경상남도,거창군,가북면,GENERAL,0.4293,,,,,True
경상남도,거창군,가조면,TOURIST_DINING,0.7298,,,,,False
경상남도,거창군,거창읍,FAMILY_RESIDENTIAL,0.6363,,,,,False
경상남도,거창군,고제면,GENERAL,0.3953,,,,,False
경상남도,거창군,남상면,GENERAL,0.37749999999999995,,,,,False
경상남도,거창군,남하면,GENERAL,0.36639999999999995,,,,,False
경상남도,거창군,마리면,GENERAL,0.27070000000000005,,,,,False
경상남도,거창군,북상면,GENERAL,0.38849999999999996,,,,,False
경상남도,거창군,신원면,FAMILY_RESIDENTIAL,0.607,,,,,False
경상남도,거창군,웅양면,GENERAL,0.3637,,,,,False
경상남도,거창군,위천면,TOURIST_DINING,0.7868,,,,,False
경상남도,거창군,주상면,GENERAL,0.39159999999999995,,,,,False
경상남도,고성군,개천면,GENERAL,0.4242,,,,,True
경상남도,고성군,거류면,GENERAL,0.30479999999999996,,,,,False
경상남도,고성군,고성읍,OFFICE_LUNCH,0.6782,PREMIUM,0.6107,,,False
경상남도,고성군,구만면,GENERAL,0.3687,,,,,False
경상남도,고성군,대가면,TOURIST_DINING,0.8331,,,,,False
경상남도,고성군,동해면,TOURIST_DINING,0.7906,,,,,False
경상남도,고성군,마암면,TOURIST_DINING,0.754,,,,,False
경상남도,고성군,삼산면,GENERAL,0.3811,,,,,False
경상남도,고성군,상리면,TOURIST_DINING,0.7826,,,,,False
경상남도,고성군,영오면,GENERAL,0.395,,,,,False
경상남도,고성군,영현면,GENERAL,0.23629999999999995,,,,,False
경상남도,고성군,하이면,GENERAL,0.4221,,,,,True
경상남도,고성군,하일면,TOURIST_DINING,0.7576,,,,,False
경상남도,고성군,회화면,TOURIST_DINING,0.742,,,,,False
경상남도,김해시,내외동,OFFICE_LUNCH,0.6135,,,,,False
경상남도,김해시,대동면,GENERAL,0.4308,,,,,True
경상남도,김해시,동상동,TOURIST_DINING,0.6516,,,,,False
경상남도,김해시,부원동,TOURIST_DINING,0.685,OFFICE_LUNCH,0.6325,,,False
경상남도,김해시,북부동,CAMPUS_CASUAL,0.6758,FAMILY_RESIDENTIAL,0.6347,OFFICE_LUNCH,0.6122,False
경상남도,김해시,불암동,GENERAL,0.4259,,,,,True
경상남도,김해시,삼안동,GENERAL,0.3447,,,,,False
경상남도,김해시,상동면,OFFICE_LUNCH,0.6393,TOURIST_DINING,0.6342,,,False
경상남도,김해시,생림면,GENERAL,0.424,,,,,True
경상남도,김해시,장유1동,FAMILY_RESIDENTIAL,0.6553,PREMIUM,0.6055,,,False
경상남도,김해시,장유2동,OFFICE_LUNCH,0.6757,PREMIUM,0.6292,,,False
경상남도,김해시,장유3동,FAMILY_RESIDENTIAL,0.6684,OFFICE_LUNCH,0.6184,PREMIUM,0.6029,False
경상남도,김해시,주촌면,FAMILY_RESIDENTIAL,0.6579,PREMIUM,0.63,,,False
경상남도,김해시,진례면,OFFICE_LUNCH,0.608,,,,,False
경상남도,김해시,진영읍,OFFICE_LUNCH,0.6347,PREMIUM,0.6015,,,False
경상남도,김해시,칠산서부동,OFFICE_LUNCH,0.6245,,,,,False
경상남도,김해시,한림면,TOURIST_DINING,0.7662,,,,,False
경상남도,김해시,활천동,CAMPUS_CASUAL,0.6324,TOURIST_DINING,0.6287,OFFICE_LUNCH,0.6141,False
경상남도,김해시,회현동,TOURIST_DINING,0.6449,OFFICE_LUNCH,0.6324,PREMIUM,0.6275,False
경상남도,남해군,고현면,GENERAL,0.2841,,,,,False
경상남도,남해군,남면,GENERAL,0.35860000000000003,,,,,False
경상남도,남해군,남해읍,TOURIST_DINING,0.675,OFFICE_LUNCH,0.6374,,,False
경상남도,남해군,미조면,TOURIST_DINING,0.7396,,,,,False
경상남도,남해군,삼동면,TOURIST_DINING,0.7878,,,,,False
경상남도,남해군,상주면,TOURIST_DINING,0.7906,,,,,False
경상남도,남해군,서면,TOURIST_DINING,0.8018,,,,,False
경상남도,남해군,설천면,TOURIST_DINING,0.784,,,,,False
경상남도,남해군,이동면,TOURIST_DINING,0.7459,,,,,False
경상남도,남해군,창선면,TOURIST_DINING,0.7658,,,,,False
경상남도,밀양시,가곡동,TOURIST_DINING,0.7322,,,,,False
경상남도,밀양시,교동,GENERAL,0.3762,,,,,False
경상남도,밀양시,내이동,TOURIST_DINING,0.6556,OFFICE_LUNCH,0.6408,PREMIUM,0.6108,False
경상남도,밀양시,내일동,FAMILY_RESIDENTIAL,0.6077,,,,,False
경상남도,밀양시,단장면,TOURIST_DINING,0.7935,,,,,False
경상남도,밀양시,무안면,FAMILY_RESIDENTIAL,0.6076,,,,,False
