sido,sigungu,eupmyeondong,rank1_category,rank1_score,rank2_category,rank2_score,rank3_category,rank3_score,is_general
강원특별자치도,강릉시,강남동,TOURIST_DINING,0.6751,,,,,False
강원특별자치도,강릉시,강동면,TOURIST_DINING,0.7484,,,,,False
강원특별자치도,강릉시,경포동,TOURIST_DINING,0.7815,PREMIUM,0.6129,,,False
강원특별자치도,강릉시,교1동,TOURIST_DINING,0.6155,FAMILY_RESIDENTIAL,0.6061,PREMIUM,0.6056,False
강원특별자치도,강릉시,교2동,NIGHTLIFE_DINING,0.6791,TOURIST_DINING,0.671,PREMIUM,0.6451,False
강원특별자치도,강릉시,구정면,TOURIST_DINING,0.7945,,,,,False
강원특별자치도,강릉시,내곡동,OFFICE_LUNCH,0.6392,,,,,False
강원특별자치도,강릉시,사천면,TOURIST_DINING,0.7673,PREMIUM,0.6052,,,False
강원특별자치도,강릉시,성덕동,FAMILY_RESIDENTIAL,0.6105,TOURIST_DINING,0.6016,,,False
강원특별자치도,강릉시,성산면,TOURIST_DINING,0.7821,,,,,False
강원특별자치도,강릉시,송정동,TOURIST_DINING,0.731,PREMIUM,0.6278,,,False
강원특별자치도,강릉시,연곡면,TOURIST_DINING,0.7657,PREMIUM,0.6163,,,False
강원특별자치도,강릉시,옥계면,TOURIST_DINING,0.7719,,,,,False
강원특별자치도,강릉시,옥천동,NIGHTLIFE_DINING,0.7023,PREMIUM,0.6778,OFFICE_LUNCH,0.648,False
강원특별자치도,강릉시,왕산면,GENERAL,0.3921,,,,,False
강원특별자치도,강릉시,주문진읍,TOURIST_DINING,0.7201,PREMIUM,0.6089,,,False
강원특별자치도,강릉시,중앙동,NIGHTLIFE_DINING,0.6575,TOURIST_DINING,0.6438,CAMPUS_CASUAL,0.6109,False
강원특별자치도,강릉시,초당동,TOURIST_DINING,0.7214,PREMIUM,0.6159,,,False
강원특별자치도,강릉시,포남1동,OFFICE_LUNCH,0.6368,TOURIST_DINING,0.6243,,,False
강원특별자치도,강릉시,포남2동,OFFICE_LUNCH,0.6405,TOURIST_DINING,0.619,,,False
강원특별자치도,강릉시,홍제동,GENERAL,0.3677,,,,,False
강원특별자치도,고성군,간성읍,OFFICE_LUNCH,0.6496,,,,,False
강원특별자치도,고성군,거진읍,TOURIST_DINING,0.7501,,,,,False
강원특별자치도,고성군,죽왕면,TOURIST_DINING,0.7922,,,,,False
강원특별자치도,고성군,토성면,TOURIST_DINING,0.7536,CAMPUS_CASUAL,0.6028,,,False
강원특별자치도,고성군,현내면,TOURIST_DINING,0.7847,,,,,False
강원특별자치도,동해시,동호동,TOURIST_DINING,0.7359,PREMIUM,0.6136,,,False
강원특별자치도,동해시,망상동,TOURIST_DINING,0.7837,,,,,False
강원특별자치도,동해시,묵호동,TOURIST_DINING,0.7431,PREMIUM,0.6001,,,False
강원특별자치도,동해시,발한동,TOURIST_DINING,0.7503,PREMIUM,0.6128,,,False
강원특별자치도,동해시,부곡동,TOURIST_DINING,0.7152,PREMIUM,0.6034,,,False
강원특별자치도,동해시,북삼동,OFFICE_LUNCH,0.6787,FAMILY_RESIDENTIAL,0.6254,PREMIUM,0.6206,False
강원특별자치도,동해시,북평동,FAMILY_RESIDENTIAL,0.6129,PREMIUM,0.609,TOURIST_DINING,0.6045,False
강원특별자치도,동해시,삼화동,FAMILY_RESIDENTIAL,0.6372,TOURIST_DINING,0.6278,,,False
강원특별자치도,동해시,송정동,TOURIST_DINING,0.7476,,,,,False
강원특별자치도,동해시,천곡동,OFFICE_LUNCH,0.6723,TOURIST_DINING,0.6605,PREMIUM,0.6239,False
강원특별자치도,삼척시,가곡면,GENERAL,0.37370000000000003,,,,,False
강원특별자치도,삼척시,교동,OFFICE_LUNCH,0.6015,,,,,False
강원특별자치도,삼척시,근덕면,TOURIST_DINING,0.8011,,,,,False
강원특별자치도,삼척시,남양동,NIGHTLIFE_DINING,0.604,,,,,False
강원특별자치도,삼척시,노곡면,GENERAL,0.4176,,,,,True
강원특별자치도,삼척시,도계읍,GENERAL,0.30879999999999996,,,,,False
강원특별자치도,삼척시,미로면,GENERAL,0.403,,,,,True
강원특별자치도,삼척시,성내동,GENERAL,0.3257,,,,,False
강원특별자치도,삼척시,신기면,GENERAL,0.3458,,,,,False
강원특별자치도,삼척시,원덕읍,TOURIST_DINING,0.7919,,,,,False
강원특별자치도,삼척시,정라동,TOURIST_DINING,0.7,,,,,False
강원특별자치도,삼척시,하장면,GENERAL,0.4193,,,,,True
강원특별자치도,속초시,교동,TOURIST_DINING,0.6785,PREMIUM,0.6497,OFFICE_LUNCH,0.6313,False
강원특별자치도,속초시,금호동,TOURIST_DINING,0.7235,OFFICE_LUNCH,0.6263,PREMIUM,0.6256,False
강원특별자치도,속초시,노학동,TOURIST_DINING,0.6493,PREMIUM,0.6461,NIGHTLIFE_DINING,0.6104,False
강원특별자치도,속초시,대포동,TOURIST_DINING,0.7223,,,,,False
강원특별자치도,속초시,동명동,TOURIST_DINING,0.712,PREMIUM,0.634,,,False
강원특별자치도,속초시,영랑동,TOURIST_DINING,0.73,PREMIUM,0.6467,,,False
강원특별자치도,속초시,조양동,TOURIST_DINING,0.6927,PREMIUM,0.6358,NIGHTLIFE_DINING,0.6124,False
강원특별자치도,속초시,청호동,TOURIST_DINING,0.73,PREMIUM,0.6346,,,False
강원특별자치도,양구군,국토정중앙면,GENERAL,0.36260000000000003,,,,,False
강원특별자치도,양구군,동면,GENERAL,0.3922,,,,,False
강원특별자치도,양구군,방산면,TOURIST_DINING,0.7401,,,,,False
강원특별자치도,양구군,양구읍,TOURIST_DINING,0.7163,OFFICE_LUNCH,0.6111,,,False
강원특별자치도,양구군,해안면,TOURIST_DINING,0.7419,,,,,False
강원특별자치도,양양군,강현면,TOURIST_DINING,0.7782,,,,,False
강원특별자치도,양양군,서면,GENERAL,0.37270000000000003,,,,,False
강원특별자치도,양양군,손양면,TOURIST_DINING,0.7779,,,,,False
강원특별자치도,양양군,양양읍,TOURIST_DINING,0.6993,,,,,False
강원특별자치도,양양군,현남면,TOURIST_DINING,0.7882,PREMIUM,0.6131,,,False
강원특별자치도,양양군,현북면,TOURIST_DINING,0.7894,,,,,False
강원특별자치도,영월군,김삿갓면,TOURIST_DINING,0.7483,,,,,False
강원특별자치도,영월군,남면,GENERAL,0.3648,,,,,False
강원특별자치도,영월군,무릉도원면,GENERAL,0.3399,,,,,False
강원특별자치도,영월군,북면,TOURIST_DINING,0.7596,,,,,False
강원특별자치도,영월군,산솔면,GENERAL,0.25639999999999996,,,,,False
강원특별자치도,영월군,상동읍,GENERAL,0.31289999999999996,,,,,False
강원특별자치도,영월군,영월읍,OFFICE_LUNCH,0.6814,TOURIST_DINING,0.6662,,,False
강원특별자치도,영월군,주천면,TOURIST_DINING,0.6764,,,,,False
강원특별자치도,영월군,한반도면,GENERAL,0.4038,,,,,True
강원특별자치도,원주시,개운동,FAMILY_RESIDENTIAL,0.6651,,,,,False
강원특별자치도,원주시,귀래면,GENERAL,0.406,,,,,True
강원특별자치도,원주시,단계동,NIGHTLIFE_DINING,0.6719,TOURIST_DINING,0.6603,CAMPUS_CASUAL,0.6216,False
강원특별자치도,원주시,단구동,FAMILY_RESIDENTIAL,0.618,,,,,False
강원특별자치도,원주시,명륜1동,FAMILY_RESIDENTIAL,0.6167,NIGHTLIFE_DINING,0.6023,,,False
강원특별자치도,원주시,명륜2동,FAMILY_RESIDENTIAL,0.6683,,,,,False
강원특별자치도,원주시,무실동,FAMILY_RESIDENTIAL,0.6447,,,,,False
강원특별자치도,원주시,문막읍,OFFICE_LUNCH,0.6856,,,,,False
강원특별자치도,원주시,반곡관설동,OFFICE_LUNCH,0.7088,PREMIUM,0.6151,,,False
강원특별자치도,원주시,봉산동,FAMILY_RESIDENTIAL,0.6411,,,,,False
강원특별자치도,원주시,부론면,TOURIST_DINING,0.7611,,,,,False
강원특별자치도,원주시,소초면,TOURIST_DINING,0.7591,,,,,False
강원특별자치도,원주시,신림면,TOURIST_DINING,0.8004,,,,,False
강원특별자치도,원주시,우산동,TOURIST_DINING,0.6737,,,,,False
강원특별자치도,원주시,원인동,NIGHTLIFE_DINING,0.6243,TOURIST_DINING,0.6109,PREMIUM,0.6073,False
강원특별자치도,원주시,일산동,TOURIST_DINING,0.6462,NIGHTLIFE_DINING,0.6307,,,False
강원특별자치도,원주시,중앙동,TOURIST_DINING,0.6599,NIGHTLIFE_DINING,0.6532,,,False
강원특별자치도,원주시,지정면,FAMILY_RESIDENTIAL,0.6486,,,,,False
강원특별자치도,원주시,태장1동,CAMPUS_CASUAL,0.5428,,,,,False
강원특별자치도,원주시,태장2동,GENERAL,0.4077,,,,,True
강원특별자치도,원주시,판부면,FAMILY_RESIDENTIAL,0.633,TOURIST_DINING,0.6029,PREMIUM,0.6016,False
강원특별자치도,원주시,학성동,TOURIST_DINING,0.641,NIGHTLIFE_DINING,0.6027,,,False
강원특별자치도,원주시,행구동,GENERAL,0.3831,,,,,False
강원특별자치도,원주시,호저면,TOURIST_DINING,0.7435,,,,,False
강원특별자치도,원주시,흥업면,CAMPUS_CASUAL,0.5831,,,,,False
강원특별자치도,인제군,기린면,TOURIST_DINING,0.757,,,,,False
강원특별자치도,인제군,남면,OFFICE_LUNCH,0.6783,TOURIST_DINING,0.6173,,,False
강원특별자치도,인제군,북면,OFFICE_LUNCH,0.6658,TOURIST_DINING,0.6162,,,False
강원특별자치도,인제군,상남면,TOURIST_DINING,0.7971,,,,,False
강원특별자치도,인제군,서화면,FAMILY_RESIDENTIAL,0.6055,,,,,False
강원특별자치도,인제군,인제읍,OFFICE_LUNCH,0.6513,TOURIST_DINING,0.6332,,,False
강원특별자치도,정선군,고한읍,TOURIST_DINING,0.7418,,,,,False
강원특별자치도,정선군,남면,TOURIST_DINING,0.7798,,,,,False
강원특별자치도,정선군,북평면,TOURIST_DINING,0.7808,,,,,False
강원특별자치도,정선군,사북읍,GENERAL,0.37350000000000005,,,,,False
강원특별자치도,정선군,신동읍,TOURIST_DINING,0.7719,,,,,False
강원특별자치도,정선군,여량면,TOURIST_DINING,0.7386,,,,,False
강원특별자치도,정선군,임계면,GENERAL,0.36460000000000004,,,,,False
강원특별자치도,정선군,정선읍,GENERAL,0.33099999999999996,,,,,False
강원특별자치도,정선군,화암면,TOURIST_DINING,0.7809,,,,,False
강원특별자치도,철원군,갈말읍,OFFICE_LUNCH,0.6846,,,,,False
강원특별자치도,철원군,근남면,FAMILY_RESIDENTIAL,0.6348,TOURIST_DINING,0.6149,,,False
강원특별자치도,철원군,근북면,GENERAL,0.3073,,,,,False
강원특별자치도,철원군,김화읍,TOURIST_DINING,0.7221,,,,,False
강원특별자치도,철원군,동송읍,OFFICE_LUNCH,0.6241,TOURIST_DINING,0.6128,,,False
강원특별자치도,철원군,서면,FAMILY_RESIDENTIAL,0.625,OFFICE_LUNCH,0.6125,,,False
강원특별자치도,철원군,철원읍,FAMILY_RESIDENTIAL,0.6291,TOURIST_DINING,0.6165,,,False
강원특별자치도,춘천시,강남동,CAMPUS_CASUAL,0.6963,FAMILY_RESIDENTIAL,0.6385,OFFICE_LUNCH,0.6022,False
강원특별자치도,춘천시,교동,TOURIST_DINING,0.6562,,,,,False
강원특별자치도,춘천시,근화동,TOURIST_DINING,0.6601,CAMPUS_CASUAL,0.6163,,,False
강원특별자치도,춘천시,남면,GENERAL,0.279,,,,,False
강원특별자치도,춘천시,남산면,OFFICE_LUNCH,0.6108,,,,,False
강원특별자치도,춘천시,동내면,GENERAL,0.4048,,,,,True
강원특별자치도,춘천시,동면,FAMILY_RESIDENTIAL,0.6033,,,,,False
강원특별자치도,춘천시,동산면,GENERAL,0.39680000000000004,,,,,False
강원특별자치도,춘천시,북산면,GENERAL,0.4073,,,,,True
강원특별자치도,춘천시,사북면,TOURIST_DINING,0.7769,,,,,False
강원특별자치도,춘천시,서면,GENERAL,0.36819999999999997,,,,,False
강원특별자치도,춘천시,석사동,CAMPUS_CASUAL,0.6653,FAMILY_RESIDENTIAL,0.6286,,,False
강원특별자치도,춘천시,소양동,TOURIST_DINING,0.662,CAMPUS_CASUAL,0.607,OFFICE_LUNCH,0.6033,False
강원특별자치도,춘천시,신동면,TOURIST_DINING,0.7248,,,,,False
강원특별자치도,춘천시,신북읍,FAMILY_RESIDENTIAL,0.6658,TOURIST_DINING,0.6082,,,False
강원특별자치도,춘천시,신사우동,GENERAL,0.406,,,,,True
강원특별자치도,춘천시,약사명동,TOURIST_DINING,0.6302,CAMPUS_CASUAL,0.604,,,False
강원특별자치도,춘천시,조운동,TOURIST_DINING,0.6536,NIGHTLIFE_DINING,0.6118,,,False
강원특별자치도,춘천시,퇴계동,CAMPUS_CASUAL,0.6918,FAMILY_RESIDENTIAL,0.6207,,,False
강원특별자치도,춘천시,효자1동,CAMPUS_CASUAL,0.6062,,,,,False
강원특별자치도,춘천시,효자2동,CAMPUS_CASUAL,0.6489,OFFICE_LUNCH,0.6154,,,False
강원특별자치도,춘천시,효자3동,CAMPUS_CASUAL,0.6222,TOURIST_DINING,0.6131,,,False
강원특별자치도,춘천시,후평1동,TOURIST_DINING,0.6064,CAMPUS_CASUAL,0.6011,,,False
강원특별자치도,춘천시,후평2동,CAMPUS_CASUAL,0.618,TOURIST_DINING,0.6058,,,False
강원특별자치도,춘천시,후평3동,CAMPUS_CASUAL,0.6651,FAMILY_RESIDENTIAL,0.6051,,,False
강원특별자치도,태백시,구문소동,GENERAL,0.4298,,,,,True
강원특별자치도,태백시,문곡소도동,TOURIST_DINING,0.7361,,,,,False
강원특별자치도,태백시,삼수동,TOURIST_DINING,0.7169,OFFICE_LUNCH,0.6323,PREMIUM,0.624,False
강원특별자치도,태백시,상장동,GENERAL,0.379,,,,,False
강원특별자치도,태백시,장성동,GENERAL,0.31020000000000003,,,,,False
강원특별자치도,태백시,철암동,GENERAL,0.3135,,,,,False
강원특별자치도,태백시,황연동,TOURIST_DINING,0.6748,,,,,False
강원특별자치도,태백시,황지동,TOURIST_DINING,0.7226,PREMIUM,0.6108,,,False
강원특별자치도,평창군,대관령면,TOURIST_DINING,0.7336,OFFICE_LUNCH,0.648,,,False
강원특별자치도,평창군,대화면,TOURIST_DINING,0.7267,,,,,False
강원특별자치도,평창군,미탄면,GENERAL,0.37960000000000005,,,,,False
강원특별자치도,평창군,방림면,FAMILY_RESIDENTIAL,0.6001,,,,,False
강원특별자치도,평창군,봉평면,TOURIST_DINING,0.7716,,,,,False
강원특별자치도,평창군,용평면,TOURIST_DINING,0.7278,,,,,False
강원특별자치도,평창군,진부면,OFFICE_LUNCH,0.6071,,,,,False
강원특별자치도,평창군,평창읍,GENERAL,0.34109999999999996,,,,,False
강원특별자치도,홍천군,남면,GENERAL,0.4048,,,,,True
강원특별자치도,홍천군,내면,GENERAL,0.2782,,,,,False
강원특별자치도,홍천군,내촌면,TOURIST_DINING,0.7642,,,,,False
강원특별자치도,홍천군,두촌면,GENERAL,0.25860000000000005,,,,,False
강원특별자치도,홍천군,북방면,TOURIST_DINING,0.7901,,,,,False
강원특별자치도,홍천군,서면,GENERAL,0.3687,,,,,False
강원특별자치도,홍천군,서석면,OFFICE_LUNCH,0.6437,TOURIST_DINING,0.634,,,False
강원특별자치도,홍천군,영귀미면,GENERAL,0.36619999999999997,,,,,False
강원특별자치도,홍천군,홍천읍,TOURIST_DINING,0.6955,OFFICE_LUNCH,0.6227,PREMIUM,0.6136,False
강원특별자치도,홍천군,화촌면,TOURIST_DINING,0.7392,,,,,False
강원특별자치도,화천군,간동면,TOURIST_DINING,0.7737,,,,,False
강원특별자치도,화천군,사내면,GENERAL,0.2803,,,,,False
강원특별자치도,화천군,상서면,GENERAL,0.4059,,,,,True
강원특별자치도,화천군,하남면,TOURIST_DINING,0.7736,,,,,False
강원특별자치도,화천군,화천읍,TOURIST_DINING,0.7274,OFFICE_LUNCH,0.6237,,,False
강원특별자치도,횡성군,갑천면,TOURIST_DINING,0.8112,,,,,False
강원특별자치도,횡성군,강림면,GENERAL,0.4458,,,,,True
강원특별자치도,횡성군,공근면,GENERAL,0.28090000000000004,,,,,False
강원특별자치도,횡성군,둔내면,GENERAL,0.29979999999999996,,,,,False
강원특별자치도,횡성군,서원면,FAMILY_RESIDENTIAL,0.6041,,,,,False
강원특별자치도,횡성군,안흥면,TOURIST_DINING,0.7953,,,,,False
강원특별자치도,횡성군,우천면,CAMPUS_CASUAL,0.6114,,,,,False
강원특별자치도,횡성군,청일면,GENERAL,0.37350000000000005,,,,,False
강원특별자치도,횡성군,횡성읍,OFFICE_LUNCH,0.6214,,,,,False
경기도,가평군,가평읍,TOURIST_DINING,0.699,,,,,False
경기도,가평군,북면,TOURIST_DINING,0.7838,,,,,False
경기도,가평군,상면,GENERAL,0.268,,,,,False
경기도,가평군,설악면,OFFICE_LUNCH,0.6119,,,,,False
경기도,가평군,조종면,GENERAL,0.3046,,,,,False
경기도,가평군,청평면,TOURIST_DINING,0.7439,OFFICE_LUNCH,0.6146,PREMIUM,0.6034,False
경기도,고양시 덕양구,고양동,CAMPUS_CASUAL,0.6023,,,,,False
경기도,고양시 덕양구,관산동,GENERAL,0.4308,,,,,True
경기도,고양시 덕양구,능곡동,OFFICE_LUNCH,0.6562,PREMIUM,0.6266,FAMILY_RESIDENTIAL,0.6066,False
경기도,고양시 덕양구,대덕동,FAMILY_RESIDENTIAL,0.6663,TOURIST_DINING,0.6478,,,False
경기도,고양시 덕양구,삼송1동,OFFICE_LUNCH,0.706,,,,,False
경기도,고양시 덕양구,삼송2동,FAMILY_RESIDENTIAL,0.7165,OFFICE_LUNCH,0.639,,,False
경기도,고양시 덕양구,성사1동,OFFICE_LUNCH,0.6871,PREMIUM,0.6209,TOURIST_DINING,0.6131,False
경기도,고양시 덕양구,성사2동,FAMILY_RESIDENTIAL,0.6676,OFFICE_LUNCH,0.6604,TOURIST_DINING,0.6151,False
경기도,고양시 덕양구,원신동,FAMILY_RESIDENTIAL,0.6731,,,,,False
경기도,고양시 덕양구,주교동,OFFICE_LUNCH,0.6571,PREMIUM,0.6374,TOURIST_DINING,0.605,False
경기도,고양시 덕양구,창릉동,OFFICE_LUNCH,0.7012,PREMIUM,0.6087,,,False
경기도,고양시 덕양구,행신1동,FAMILY_RESIDENTIAL,0.7567,PREMIUM,0.6411,OFFICE_LUNCH,0.6009,False
경기도,고양시 덕양구,행신2동,FAMILY_RESIDENTIAL,0.7101,OFFICE_LUNCH,0.6362,PREMIUM,0.6332,False
경기도,고양시 덕양구,행신3동,FAMILY_RESIDENTIAL,0.7514,PREMIUM,0.633,OFFICE_LUNCH,0.6008,False
경기도,고양시 덕양구,행신4동,FAMILY_RESIDENTIAL,0.6511,,,,,False
경기도,고양시 덕양구,행주동,FAMILY_RESIDENTIAL,0.7084,OFFICE_LUNCH,0.6511,PREMIUM,0.626,False
경기도,고양시 덕양구,화전동,FAMILY_RESIDENTIAL,0.6697,,,,,False
경기도,고양시 덕양구,화정1동,FAMILY_RESIDENTIAL,0.6991,OFFICE_LUNCH,0.6942,PREMIUM,0.6346,False
경기도,고양시 덕양구,화정2동,FAMILY_RESIDENTIAL,0.7084,OFFICE_LUNCH,0.6766,PREMIUM,0.6326,False
경기도,고양시 덕양구,효자동,FAMILY_RESIDENTIAL,0.7648,OFFICE_LUNCH,0.6535,PREMIUM,0.6111,False
경기도,고양시 덕양구,흥도동,OFFICE_LUNCH,0.6553,,,,,False
경기도,고양시 일산동구,고봉동,OFFICE_LUNCH,0.6404,,,,,False
경기도,고양시 일산동구,마두1동,FAMILY_RESIDENTIAL,0.7181,PREMIUM,0.6399,OFFICE_LUNCH,0.6299,False
경기도,고양시 일산동구,마두2동,FAMILY_RESIDENTIAL,0.7295,OFFICE_LUNCH,0.7167,PREMIUM,0.6772,False
경기도,고양시 일산동구,백석1동,OFFICE_LUNCH,0.729,PREMIUM,0.6614,FAMILY_RESIDENTIAL,0.6113,False
경기도,고양시 일산동구,백석2동,OFFICE_LUNCH,0.7466,PREMIUM,0.6637,,,False
경기도,고양시 일산동구,식사동,FAMILY_RESIDENTIAL,0.6556,,,,,False
경기도,고양시 일산동구,장항1동,OFFICE_LUNCH,0.6723,PREMIUM,0.6427,,,False
경기도,고양시 일산동구,장항2동,OFFICE_LUNCH,0.7748,PREMIUM,0.6891,NIGHTLIFE_DINING,0.6034,False
경기도,고양시 일산동구,정발산동,PREMIUM,0.669,FAMILY_RESIDENTIAL,0.6485,OFFICE_LUNCH,0.6335,False
경기도,고양시 일산동구,중산1동,FAMILY_RESIDENTIAL,0.6666,,,,,False
경기도,고양시 일산동구,중산2동,OFFICE_LUNCH,0.6611,FAMILY_RESIDENTIAL,0.6277,PREMIUM,0.6148,False
경기도,고양시 일산동구,풍산동,FAMILY_RESIDENTIAL,0.6855,OFFICE_LUNCH,0.6329,,,False
경기도,고양시 일산서구,가좌동,OFFICE_LUNCH,0.6755,FAMILY_RESIDENTIAL,0.6616,,,False
경기도,고양시 일산서구,대화동,OFFICE_LUNCH,0.7334,FAMILY_RESIDENTIAL,0.7042,PREMIUM,0.6632,False
경기도,고양시 일산서구,덕이동,OFFICE_LUNCH,0.7397,FAMILY_RESIDENTIAL,0.6591,PREMIUM,0.6472,False
경기도,고양시 일산서구,송포동,OFFICE_LUNCH,0.7399,PREMIUM,0.6602,FAMILY_RESIDENTIAL,0.6428,False
경기도,고양시 일산서구,일산1동,FAMILY_RESIDENTIAL,0.7277,OFFICE_LUNCH,0.6908,PREMIUM,0.6874,False
경기도,고양시 일산서구,일산2동,FAMILY_RESIDENTIAL,0.7114,PREMIUM,0.6806,OFFICE_LUNCH,0.6695,False
경기도,고양시 일산서구,일산3동,FAMILY_RESIDENTIAL,0.7781,PREMIUM,0.6934,OFFICE_LUNCH,0.6594,False
경기도,고양시 일산서구,주엽1동,FAMILY_RESIDENTIAL,0.7706,OFFICE_LUNCH,0.7032,PREMIUM,0.6684,False
경기도,고양시 일산서구,주엽2동,FAMILY_RESIDENTIAL,0.7297,OFFICE_LUNCH,0.6862,PREMIUM,0.6756,False
경기도,고양시 일산서구,탄현1동,OFFICE_LUNCH,0.7323,PREMIUM,0.6861,FAMILY_RESIDENTIAL,0.6565,False
경기도,고양시 일산서구,탄현2동,OFFICE_LUNCH,0.7151,FAMILY_RESIDENTIAL,0.7136,PREMIUM,0.6115,False
경기도,과천시,갈현동,FAMILY_RESIDENTIAL,0.7291,OFFICE_LUNCH,0.6481,PREMIUM,0.6121,False
경기도,과천시,과천동,GENERAL,0.4066,,,,,True
경기도,과천시,문원동,GENERAL,0.4272,,,,,True
경기도,과천시,별양동,FAMILY_RESIDENTIAL,0.7048,OFFICE_LUNCH,0.688,,,False
경기도,과천시,부림동,FAMILY_RESIDENTIAL,0.7161,OFFICE_LUNCH,0.6044,,,False
경기도,과천시,원문동,FAMILY_RESIDENTIAL,0.7422,OFFICE_LUNCH,0.6846,,,False
경기도,과천시,중앙동,FAMILY_RESIDENTIAL,0.6752,OFFICE_LUNCH,0.6468,,,False
경기도,광명시,광명1동,FAMILY_RESIDENTIAL,0.7237,PREMIUM,0.6626,,,False
경기도,광명시,광명2동,FAMILY_RESIDENTIAL,0.6414,PREMIUM,0.6001,,,False
경기도,광명시,광명3동,FAMILY_RESIDENTIAL,0.6499,OFFICE_LUNCH,0.6243,,,False
경기도,광명시,광명4동,FAMILY_RESIDENTIAL,0.6327,OFFICE_LUNCH,0.6188,,,False
경기도,광명시,광명5동,FAMILY_RESIDENTIAL,0.6932,,,,,False
경기도,광명시,광명6동,FAMILY_RESIDENTIAL,0.6782,,,,,False
경기도,광명시,광명7동,FAMILY_RESIDENTIAL,0.663,,,,,False
경기도,광명시,소하1동,FAMILY_RESIDENTIAL,0.6882,OFFICE_LUNCH,0.626,,,False
경기도,광명시,소하2동,OFFICE_LUNCH,0.6693,PREMIUM,0.6254,,,False
경기도,광명시,일직동,OFFICE_LUNCH,0.7304,PREMIUM,0.6067,FAMILY_RESIDENTIAL,0.6025,False
경기도,광명시,철산1동,FAMILY_RESIDENTIAL,0.7243,OFFICE_LUNCH,0.6142,,,False
경기도,광명시,철산2동,FAMILY_RESIDENTIAL,0.6936,OFFICE_LUNCH,0.6274,PREMIUM,0.619,False
경기도,광명시,철산3동,FAMILY_RESIDENTIAL,0.6461,OFFICE_LUNCH,0.6412,PREMIUM,0.6111,False
경기도,광명시,철산4동,FAMILY_RESIDENTIAL,0.7577,OFFICE_LUNCH,0.6395,PREMIUM,0.6344,False
경기도,광명시,하안1동,FAMILY_RESIDENTIAL,0.7133,OFFICE_LUNCH,0.6827,PREMIUM,0.6208,False
경기도,광명시,하안2동,FAMILY_RESIDENTIAL,0.716,OFFICE_LUNCH,0.6801,PREMIUM,0.6271,False
경기도,광명시,하안3동,OFFICE_LUNCH,0.7172,FAMILY_RESIDENTIAL,0.6454,PREMIUM,0.6435,False
경기도,광명시,하안4동,FAMILY_RESIDENTIAL,0.6887,OFFICE_LUNCH,0.683,PREMIUM,0.6209,False
경기도,광명시,학온동,GENERAL,0.4169,,,,,True
경기도,광주시,경안동,OFFICE_LUNCH,0.6261,NIGHTLIFE_DINING,0.6161,,,False
경기도,광주시,곤지암읍,TOURIST_DINING,0.7247,PREMIUM,0.613,,,False
경기도,광주시,광남1동,OFFICE_LUNCH,0.6196,FAMILY_RESIDENTIAL,0.6109,,,False
경기도,광주시,광남2동,FAMILY_RESIDENTIAL,0.7585,OFFICE_LUNCH,0.6511,PREMIUM,0.6062,False
경기도,광주시,남종면,TOURIST_DINING,0.7266,,,,,False
경기도,광주시,남한산성면,TOURIST_DINING,0.7868,,,,,False
경기도,광주시,능평동,GENERAL,0.3982,,,,,False
경기도,광주시,도척면,GENERAL,0.39690000000000003,,,,,False
경기도,광주시,송정동,FAMILY_RESIDENTIAL,0.6479,,,,,False
경기도,광주시,신현동,FAMILY_RESIDENTIAL,0.6281,PREMIUM,0.6245,,,False
경기도,광주시,쌍령동,GENERAL,0.36229999999999996,,,,,False
경기도,광주시,오포1동,FAMILY_RESIDENTIAL,0.6629,,,,,False
경기도,광주시,오포2동,FAMILY_RESIDENTIAL,0.6422,,,,,False
경기도,광주시,초월읍,GENERAL,0.30910000000000004,,,,,False
경기도,광주시,탄벌동,GENERAL,0.3993,,,,,False
경기도,광주시,퇴촌면,TOURIST_DINING,0.7397,,,,,False
경기도,구리시,갈매동,CAMPUS_CASUAL,0.6367,FAMILY_RESIDENTIAL,0.6124,,,False
경기도,구리시,교문1동,NIGHTLIFE_DINING,0.6422,FAMILY_RESIDENTIAL,0.6242,PREMIUM,0.6223,False
경기도,구리시,교문2동,FAMILY_RESIDENTIAL,0.7065,PREMIUM,0.6268,,,False
경기도,구리시,동구동,FAMILY_RESIDENTIAL,0.6979,OFFICE_LUNCH,0.6157,PREMIUM,0.6114,False
경기도,구리시,수택1동,NIGHTLIFE_DINING,0.6598,PREMIUM,0.6455,FAMILY_RESIDENTIAL,0.6434,False
경기도,구리시,수택2동,OFFICE_LUNCH,0.703,PREMIUM,0.6902,FAMILY_RESIDENTIAL,0.6648,False
경기도,구리시,수택3동,FAMILY_RESIDENTIAL,0.7025,PREMIUM,0.6825,OFFICE_LUNCH,0.6563,False
경기도,구리시,인창동,FAMILY_RESIDENTIAL,0.6794,PREMIUM,0.6014,,,False
경기도,군포시,광정동,FAMILY_RESIDENTIAL,0.6322,,,,,False
경기도,군포시,군포1동,OFFICE_LUNCH,0.6973,,,,,False
경기도,군포시,군포2동,FAMILY_RESIDENTIAL,0.6386,OFFICE_LUNCH,0.6379,,,False
경기도,군포시,궁내동,FAMILY_RESIDENTIAL,0.7044,TOURIST_DINING,0.6053,,,False
경기도,군포시,금정동,OFFICE_LUNCH,0.6694,PREMIUM,0.6116,,,False
